ticker,name,asset_type,exchange,sector,industry,theme,decision_bucket,decision_subtype,confidence,main_reason,primary_blocker,supporting_features,blocked_features,excluded_features,missing_data,next_action,next_best_action,data_readiness_score,readiness_score,data_confidence,analysis_score,decision_score,feature_summary,updated_at,Reason
JBLU,JetBlue Airways Corporation - Common Stock,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JBLU.,Import staged price rows or refresh price provider for JBLU.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.851077+00:00,Missing usable price data.
JBSS,"John B. Sanfilippo & Son, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JBSS.,Import staged price rows or refresh price provider for JBSS.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.851193+00:00,Missing usable price data.
JCAP,"Jefferson Capital, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JCAP.,Import staged price rows or refresh price provider for JCAP.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.851311+00:00,Missing usable price data.
JCI,Johnson Controls,company,,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JCI.,Import staged price rows or refresh price provider for JCI.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.851429+00:00,Missing usable price data.
JCSE,JE Cleantech Holdings Limited - Ordinary Shares,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JCSE.,Import staged price rows or refresh price provider for JCSE.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.851551+00:00,Missing usable price data.
JCTC,Jewett-Cameron Trading Company - Common Shares,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JCTC.,Import staged price rows or refresh price provider for JCTC.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.851668+00:00,Missing usable price data.
JDZG,JIADE LIMITED - Class A Ordinary Shares,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JDZG.,Import staged price rows or refresh price provider for JDZG.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.851786+00:00,Missing usable price data.
JEM,707 Cayman Holdings Limited - Ordinary Shares,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JEM.,Import staged price rows or refresh price provider for JEM.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.851906+00:00,Missing usable price data.
JFB,JFB Construction Holdings - Class A Common Stock,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JFB.,Import staged price rows or refresh price provider for JFB.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.852022+00:00,Missing usable price data.
JJSF,J & J Snack Foods Corp. - Common Stock,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JJSF.,Import staged price rows or refresh price provider for JJSF.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.852143+00:00,Missing usable price data.
JKHY,Jack Henry & Associates,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JKHY.,Import staged price rows or refresh price provider for JKHY.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.852257+00:00,Missing usable price data.
JL,J-Long Group Limited - Class A Ordinary Shares,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JL.,Import staged price rows or refresh price provider for JL.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.852378+00:00,Missing usable price data.
JLHL,Julong Holding Limited - Class A Ordinary Shares,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JLHL.,Import staged price rows or refresh price provider for JLHL.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.852558+00:00,Missing usable price data.
JMSB,"John Marshall Bancorp, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JMSB.,Import staged price rows or refresh price provider for JMSB.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.852681+00:00,Missing usable price data.
JNJ,Johnson & Johnson,company,,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JNJ.,Import staged price rows or refresh price provider for JNJ.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.852803+00:00,Missing usable price data.
JOUT,Johnson Outdoors Inc. - Class A Common Stock,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JOUT.,Import staged price rows or refresh price provider for JOUT.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.852923+00:00,Missing usable price data.
JPM,JPMorgan Chase,company,,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JPM.,Import staged price rows or refresh price provider for JPM.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.853047+00:00,Missing usable price data.
JRSH,"Jerash Holdings (US), Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JRSH.,Import staged price rows or refresh price provider for JRSH.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.853165+00:00,Missing usable price data.
JRVR,"James River Group Holdings, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JRVR.,Import staged price rows or refresh price provider for JRVR.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.853283+00:00,Missing usable price data.
JSPR,"Jasper Therapeutics, Inc. - Class A Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JSPR.,Import staged price rows or refresh price provider for JSPR.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.853398+00:00,Missing usable price data.
JTAI,Jet.AI Inc. - Common Stock,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JTAI.,Import staged price rows or refresh price provider for JTAI.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.853516+00:00,Missing usable price data.
JUNS,"Jupiter Neurosciences, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JUNS.,Import staged price rows or refresh price provider for JUNS.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.853630+00:00,Missing usable price data.
JVA,"Coffee Holding Co., Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JVA.,Import staged price rows or refresh price provider for JVA.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.853745+00:00,Missing usable price data.
JWEL,Jowell Global Ltd. - Ordinary Shares,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JWEL.,Import staged price rows or refresh price provider for JWEL.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.853862+00:00,Missing usable price data.
JXG,JX Luxventure Group Inc. - Common Stock,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JXG.,Import staged price rows or refresh price provider for JXG.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.853975+00:00,Missing usable price data.
JYD,Jayud Global Logistics Limited - Class A Ordinary Shares,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JYD.,Import staged price rows or refresh price provider for JYD.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.854092+00:00,Missing usable price data.
JYNT,The Joint Corp. - Common Stock,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JYNT.,Import staged price rows or refresh price provider for JYNT.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.854209+00:00,Missing usable price data.
JZXN,"Jiuzi Holdings, Inc. - Ordinary Shares",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for JZXN.,Import staged price rows or refresh price provider for JZXN.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.854326+00:00,Missing usable price data.
KALA,"KALA BIO, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for KALA.,Import staged price rows or refresh price provider for KALA.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.854441+00:00,Missing usable price data.
KALU,Kaiser Aluminum Corporation - Common Stock,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for KALU.,Import staged price rows or refresh price provider for KALU.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.854558+00:00,Missing usable price data.
KALV,"KalVista Pharmaceuticals, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for KALV.,Import staged price rows or refresh price provider for KALV.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.854672+00:00,Missing usable price data.
KARO,Karooooo Ltd. - Ordinary shares,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for KARO.,Import staged price rows or refresh price provider for KARO.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.854791+00:00,Missing usable price data.
KBON,Karbon Capital Partners Corp. - Class A Ordinary Shares,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for KBON.,Import staged price rows or refresh price provider for KBON.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.854905+00:00,Missing usable price data.
KBSX,FST Corp. - Ordinary Shares,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for KBSX.,Import staged price rows or refresh price provider for KBSX.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.855022+00:00,Missing usable price data.
KCHV,Kochav Defense Acquisition Corp. - Class A Ordinary Shares,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Price,0.2,Missing usable price data.,price,,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"needs at least 5 valid price rows with positive close; dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin, price; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input",Import staged price rows or refresh price provider for KCHV.,Import staged price rows or refresh price provider for KCHV.,0.0,0.0,blocked,0.0,20.0,"ready: -; partial: -; blocked: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T02:44:46.855137+00:00,Missing usable price data.
